date,keyword,category,trend_score,applicability_score,weighted_score,data_source
2024-06-09,tiramisu,direct_bakery,53,1.0,53,mock_data
2024-06-16,tiramisu,direct_bakery,38,1.0,38,mock_data
2024-06-23,tiramisu,direct_bakery,43,1.0,43,mock_data
2024-06-30,tiramisu,direct_bakery,31,1.0,31,mock_data
2024-07-07,tiramisu,direct_bakery,39,1.0,39,mock_data
2024-07-14,tiramisu,direct_bakery,41,1.0,41,mock_data
2024-07-21,tiramisu,direct_bakery,38,1.0,38,mock_data
2024-07-28,tiramisu,direct_bakery,37,1.0,37,mock_data
2024-08-04,tiramisu,direct_bakery,60,1.0,60,mock_data
2024-08-11,tiramisu,direct_bakery,29,1.0,29,mock_data
2024-08-18,tiramisu,direct_bakery,39,1.0,39,mock_data
2024-08-25,tiramisu,direct_bakery,39,1.0,39,mock_data
2024-09-01,tiramisu,direct_bakery,32,1.0,32,mock_data
2024-09-08,tiramisu,direct_bakery,31,1.0,31,mock_data
2024-09-15,tiramisu,direct_bakery,20,1.0,20,mock_data
2024-09-22,tiramisu,direct_bakery,38,1.0,38,mock_data
2024-09-29,tiramisu,direct_bakery,27,1.0,27,mock_data
2024-10-06,tiramisu,direct_bakery,40,1.0,40,mock_data
2024-10-13,tiramisu,direct_bakery,24,1.0,24,mock_data
2024-10-20,tiramisu,direct_bakery,41,1.0,41,mock_data
2024-10-27,tiramisu,direct_bakery,34,1.0,34,mock_data
2024-11-03,tiramisu,direct_bakery,40,1.0,40,mock_data
2024-11-10,tiramisu,direct_bakery,33,1.0,33,mock_data
2024-11-17,tiramisu,direct_bakery,42,1.0,42,mock_data
2024-11-24,tiramisu,direct_bakery,34,1.0,34,mock_data
2024-12-01,tiramisu,direct_bakery,38,1.0,38,mock_data
2024-12-08,tiramisu,direct_bakery,36,1.0,36,mock_data
2024-12-15,tiramisu,direct_bakery,52,1.0,52,mock_data
2024-12-22,tiramisu,direct_bakery,51,1.0,51,mock_data
2024-12-29,tiramisu,direct_bakery,61,1.0,61,mock_data
2024-01-07,cheesecake,direct_bakery,45,1.0,45,mock_data
2024-01-14,cheesecake,direct_bakery,52,1.0,52,mock_data
2024-01-21,cheesecake,direct_bakery,46,1.0,46,mock_data
2024-01-28,cheesecake,direct_bakery,49,1.0,49,mock_data
2024-02-04,cheesecake,direct_bakery,58,1.0,58,mock_data
2024-02-11,cheesecake,direct_bakery,44,1.0,44,mock_data
2024-02-18,cheesecake,direct_bakery,48,1.0,48,mock_data
2024-02-25,cheesecake,direct_bakery,49,1.0,49,mock_data
2024-03-03,cheesecake,direct_bakery,60,1.0,60,mock_data
2024-03-10,cheesecake,direct_bakery,66,1.0,66,mock_data
2024-03-17,cheesecake,direct_bakery,53,1.0,53,mock_data
2024-03-24,cheesecake,direct_bakery,62,1.0,62,mock_data
2024-03-31,cheesecake,direct_bakery,42,1.0,42,mock_data
2024-04-07,cheesecake,direct_bakery,57,1.0,57,mock_data
2024-04-14,cheesecake,direct_bakery,59,1.0,59,mock_data
2024-04-21,cheesecake,direct_bakery,58,1.0,58,mock_data
2024-04-28,cheesecake,direct_bakery,65,1.0,65,mock_data
2024-05-05,cheesecake,direct_bakery,36,1.0,36,mock_data
2024-05-12,cheesecake,direct_bakery,57,1.0,57,mock_data
2024-05-19,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-05-26,cheesecake,direct_bakery,59,1.0,59,mock_data
2024-06-02,cheesecake,direct_bakery,57,1.0,57,mock_data
2024-06-09,cheesecake,direct_bakery,51,1.0,51,mock_data
2024-06-16,cheesecake,direct_bakery,55,1.0,55,mock_data
2024-06-23,cheesecake,direct_bakery,44,1.0,44,mock_data
2024-06-30,cheesecake,direct_bakery,39,1.0,39,mock_data
2024-07-07,cheesecake,direct_bakery,46,1.0,46,mock_data
2024-07-14,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-07-21,cheesecake,direct_bakery,51,1.0,51,mock_data
2024-07-28,cheesecake,direct_bakery,54,1.0,54,mock_data
2024-08-04,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-08-11,cheesecake,direct_bakery,29,1.0,29,mock_data
2024-08-18,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-08-25,cheesecake,direct_bakery,28,1.0,28,mock_data
2024-09-01,cheesecake,direct_bakery,46,1.0,46,mock_data
2024-09-08,cheesecake,direct_bakery,41,1.0,41,mock_data
2024-09-15,cheesecake,direct_bakery,35,1.0,35,mock_data
2024-09-22,cheesecake,direct_bakery,46,1.0,46,mock_data
2024-09-29,cheesecake,direct_bakery,34,1.0,34,mock_data
2024-10-06,cheesecake,direct_bakery,37,1.0,37,mock_data
2024-10-13,cheesecake,direct_bakery,31,1.0,31,mock_data
2024-10-20,cheesecake,direct_bakery,26,1.0,26,mock_data
2024-10-27,cheesecake,direct_bakery,46,1.0,46,mock_data
2024-11-03,cheesecake,direct_bakery,38,1.0,38,mock_data
2024-11-10,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-11-17,cheesecake,direct_bakery,40,1.0,40,mock_data
2024-11-24,cheesecake,direct_bakery,44,1.0,44,mock_data
2024-12-01,cheesecake,direct_bakery,47,1.0,47,mock_data
2024-12-08,cheesecake,direct_bakery,42,1.0,42,mock_data
2024-12-15,cheesecake,direct_bakery,50,1.0,50,mock_data
2024-12-22,cheesecake,direct_bakery,34,1.0,34,mock_data
2024-12-29,cheesecake,direct_bakery,47,1.0,47,mock_data
2024-01-07,macaron,direct_bakery,43,1.0,43,mock_data
2024-01-14,macaron,direct_bakery,54,1.0,54,mock_data
2024-01-21,macaron,direct_bakery,40,1.0,40,mock_data
2024-01-28,macaron,direct_bakery,45,1.0,45,mock_data
2024-02-04,macaron,direct_bakery,41,1.0,41,mock_data
2024-02-11,macaron,direct_bakery,67,1.0,67,mock_data
2024-02-18,macaron,direct_bakery,58,1.0,58,mock_data
2024-02-25,macaron,direct_bakery,68,1.0,68,mock_data
2024-03-03,macaron,direct_bakery,48,1.0,48,mock_data
2024-03-10,macaron,direct_bakery,63,1.0,63,mock_data
2024-03-17,macaron,direct_bakery,60,1.0,60,mock_data
2024-03-24,macaron,direct_bakery,46,1.0,46,mock_data
2024-03-31,macaron,direct_bakery,51,1.0,51,mock_data
2024-04-07,macaron,direct_bakery,62,1.0,62,mock_data
2024-04-14,macaron,direct_bakery,53,1.0,53,mock_data
2024-04-21,macaron,direct_bakery,41,1.0,41,mock_data
2024-04-28,macaron,direct_bakery,55,1.0,55,mock_data
2024-05-05,macaron,direct_bakery,49,1.0,49,mock_data
2024-05-12,macaron,direct_bakery,60,1.0,60,mock_data
2024-05-19,macaron,direct_bakery,47,1.0,47,mock_data
2024-05-26,macaron,direct_bakery,52,1.0,52,mock_data
2024-06-02,macaron,direct_bakery,55,1.0,55,mock_data
2024-06-09,macaron,direct_bakery,50,1.0,50,mock_data
2024-06-16,macaron,direct_bakery,51,1.0,51,mock_data
2024-06-23,macaron,direct_bakery,48,1.0,48,mock_data
2024-06-30,macaron,direct_bakery,49,1.0,49,mock_data
2024-07-07,macaron,direct_bakery,47,1.0,47,mock_data
2024-07-14,macaron,direct_bakery,53,1.0,53,mock_data
2024-07-21,macaron,direct_bakery,34,1.0,34,mock_data
2024-07-28,macaron,direct_bakery,40,1.0,40,mock_data
2024-08-04,macaron,direct_bakery,55,1.0,55,mock_data
2024-08-11,macaron,direct_bakery,39,1.0,39,mock_data
2024-08-18,macaron,direct_bakery,36,1.0,36,mock_data
2024-08-25,macaron,direct_bakery,30,1.0,30,mock_data
2024-09-01,macaron,direct_bakery,49,1.0,49,mock_data
2024-09-08,macaron,direct_bakery,43,1.0,43,mock_data
2024-09-15,macaron,direct_bakery,30,1.0,30,mock_data
2024-09-22,macaron,direct_bakery,30,1.0,30,mock_data
2024-09-29,macaron,direct_bakery,43,1.0,43,mock_data
2024-10-06,macaron,direct_bakery,42,1.0,42,mock_data
2024-10-13,macaron,direct_bakery,25,1.0,25,mock_data
2024-10-20,macaron,direct_bakery,37,1.0,37,mock_data
2024-10-27,macaron,direct_bakery,35,1.0,35,mock_data
2024-11-03,macaron,direct_bakery,28,1.0,28,mock_data
2024-11-10,macaron,direct_bakery,39,1.0,39,mock_data
2024-11-17,macaron,direct_bakery,18,1.0,18,mock_data
2024-11-24,macaron,direct_bakery,47,1.0,47,mock_data
2024-12-01,macaron,direct_bakery,52,1.0,52,mock_data
2024-12-08,macaron,direct_bakery,42,1.0,42,mock_data
2024-12-15,macaron,direct_bakery,40,1.0,40,mock_data
2024-12-22,macaron,direct_bakery,41,1.0,41,mock_data
2024-12-29,macaron,direct_bakery,58,1.0,58,mock_data
2024-01-07,bánh kem,direct_bakery,41,1.0,41,mock_data
2024-01-14,bánh kem,direct_bakery,49,1.0,49,mock_data
2024-01-21,bánh kem,direct_bakery,44,1.0,44,mock_data
2024-01-28,bánh kem,direct_bakery,45,1.0,45,mock_data
2024-02-04,bánh kem,direct_bakery,46,1.0,46,mock_data
2024-02-11,bánh kem,direct_bakery,41,1.0,41,mock_data
2024-02-18,bánh kem,direct_bakery,49,1.0,49,mock_data
2024-02-25,bánh kem,direct_bakery,60,1.0,60,mock_data
2024-03-03,bánh kem,direct_bakery,43,1.0,43,mock_data
2024-03-10,bánh kem,direct_bakery,56,1.0,56,mock_data
2024-03-17,bánh kem,direct_bakery,58,1.0,58,mock_data
2024-03-24,bánh kem,direct_bakery,60,1.0,60,mock_data
2024-03-31,bánh kem,direct_bakery,56,1.0,56,mock_data
2024-04-07,bánh kem,direct_bakery,54,1.0,54,mock_data
2024-04-14,bánh kem,direct_bakery,54,1.0,54,mock_data
2024-04-21,bánh kem,direct_bakery,58,1.0,58,mock_data
2024-04-28,bánh kem,direct_bakery,42,1.0,42,mock_data
2024-05-05,bánh kem,direct_bakery,51,1.0,51,mock_data
2024-05-12,bánh kem,direct_bakery,64,1.0,64,mock_data
2024-05-19,bánh kem,direct_bakery,52,1.0,52,mock_data
2024-05-26,bánh kem,direct_bakery,46,1.0,46,mock_data
2024-06-02,bánh kem,direct_bakery,48,1.0,48,mock_data
2024-06-09,bánh kem,direct_bakery,63,1.0,63,mock_data
2024-06-16,bánh kem,direct_bakery,59,1.0,59,mock_data
2024-06-23,bánh kem,direct_bakery,36,1.0,36,mock_data
2024-06-30,bánh kem,direct_bakery,44,1.0,44,mock_data
2024-07-07,bánh kem,direct_bakery,52,1.0,52,mock_data
2024-07-14,bánh kem,direct_bakery,36,1.0,36,mock_data
2024-07-21,bánh kem,direct_bakery,36,1.0,36,mock_data
2024-07-28,bánh kem,direct_bakery,41,1.0,41,mock_data
2024-08-04,bánh kem,direct_bakery,58,1.0,58,mock_data
2024-08-11,bánh kem,direct_bakery,48,1.0,48,mock_data
2024-08-18,bánh kem,direct_bakery,39,1.0,39,mock_data
2024-08-25,bánh kem,direct_bakery,29,1.0,29,mock_data
2024-09-01,bánh kem,direct_bakery,29,1.0,29,mock_data
2024-09-08,bánh kem,direct_bakery,40,1.0,40,mock_data
2024-09-15,bánh kem,direct_bakery,40,1.0,40,mock_data
2024-09-22,bánh kem,direct_bakery,44,1.0,44,mock_data
2024-09-29,bánh kem,direct_bakery,35,1.0,35,mock_data
2024-10-06,bánh kem,direct_bakery,27,1.0,27,mock_data
2024-10-13,bánh kem,direct_bakery,23,1.0,23,mock_data
2024-10-20,bánh kem,direct_bakery,41,1.0,41,mock_data
2024-10-27,bánh kem,direct_bakery,21,1.0,21,mock_data
2024-11-03,bánh kem,direct_bakery,37,1.0,37,mock_data
2024-11-10,bánh kem,direct_bakery,44,1.0,44,mock_data
2024-11-17,bánh kem,direct_bakery,27,1.0,27,mock_data
2024-11-24,bánh kem,direct_bakery,46,1.0,46,mock_data
2024-12-01,bánh kem,direct_bakery,39,1.0,39,mock_data
2024-12-08,bánh kem,direct_bakery,41,1.0,41,mock_data
2024-12-15,bánh kem,direct_bakery,51,1.0,51,mock_data
2024-12-22,bánh kem,direct_bakery,45,1.0,45,mock_data
2024-12-29,bánh kem,direct_bakery,30,1.0,30,mock_data
2024-01-07,newjeans,kpop_entertainment,84,0.85,71,mock_data
2024-01-14,newjeans,kpop_entertainment,80,0.85,68,mock_data
2024-01-21,newjeans,kpop_entertainment,73,0.85,62,mock_data
2024-01-28,newjeans,kpop_entertainment,75,0.85,64,mock_data
2024-02-04,newjeans,kpop_entertainment,82,0.85,69,mock_data
2024-02-11,newjeans,kpop_entertainment,79,0.85,67,mock_data
2024-02-18,newjeans,kpop_entertainment,95,0.85,80,mock_data
2024-02-25,newjeans,kpop_entertainment,78,0.85,66,mock_data
2024-03-03,newjeans,kpop_entertainment,100,0.85,85,mock_data
2024-03-10,newjeans,kpop_entertainment,77,0.85,65,mock_data
2024-03-17,newjeans,kpop_entertainment,82,0.85,70,mock_data
2024-03-24,newjeans,kpop_entertainment,86,0.85,73,mock_data
2024-03-31,newjeans,kpop_entertainment,85,0.85,72,mock_data
2024-04-07,newjeans,kpop_entertainment,82,0.85,70,mock_data
2024-04-14,newjeans,kpop_entertainment,60,0.85,51,mock_data
2024-04-21,newjeans,kpop_entertainment,76,0.85,64,mock_data
2024-04-28,newjeans,kpop_entertainment,70,0.85,59,mock_data
2024-05-05,newjeans,kpop_entertainment,68,0.85,58,mock_data
2024-05-12,newjeans,kpop_entertainment,62,0.85,53,mock_data
2024-05-19,newjeans,kpop_entertainment,58,0.85,49,mock_data
2024-05-26,newjeans,kpop_entertainment,65,0.85,55,mock_data
2024-06-02,newjeans,kpop_entertainment,73,0.85,62,mock_data
2024-06-09,newjeans,kpop_entertainment,100,0.85,85,mock_data
2024-06-16,newjeans,kpop_entertainment,64,0.85,55,mock_data
2024-06-23,newjeans,kpop_entertainment,66,0.85,56,mock_data
2024-06-30,newjeans,kpop_entertainment,42,0.85,36,mock_data
2024-07-07,newjeans,kpop_entertainment,49,0.85,42,mock_data
2024-07-14,newjeans,kpop_entertainment,29,0.85,24,mock_data
2024-07-21,newjeans,kpop_entertainment,36,0.85,30,mock_data
2024-07-28,newjeans,kpop_entertainment,64,0.85,54,mock_data
2024-08-04,newjeans,kpop_entertainment,78,0.85,67,mock_data
2024-08-11,newjeans,kpop_entertainment,21,0.85,18,mock_data
2024-08-18,newjeans,kpop_entertainment,71,0.85,61,mock_data
2024-08-25,newjeans,kpop_entertainment,16,0.85,13,mock_data
2024-09-01,newjeans,kpop_entertainment,100,0.85,85,mock_data
2024-09-08,newjeans,kpop_entertainment,21,0.85,18,mock_data
2024-09-15,newjeans,kpop_entertainment,15,0.85,13,mock_data
2024-09-22,newjeans,kpop_entertainment,27,0.85,23,mock_data
2024-09-29,newjeans,kpop_entertainment,14,0.85,12,mock_data
2024-10-06,newjeans,kpop_entertainment,4,0.85,3,mock_data
2024-10-13,newjeans,kpop_entertainment,14,0.85,12,mock_data
2024-10-20,newjeans,kpop_entertainment,78,0.85,66,mock_data
2024-10-27,newjeans,kpop_entertainment,82,0.85,70,mock_data
2024-11-03,newjeans,kpop_entertainment,20,0.85,17,mock_data
2024-11-10,newjeans,kpop_entertainment,13,0.85,11,mock_data
2024-11-17,newjeans,kpop_entertainment,15,0.85,12,mock_data
2024-11-24,newjeans,kpop_entertainment,5,0.85,5,mock_data
2024-12-01,newjeans,kpop_entertainment,18,0.85,15,mock_data
2024-12-08,newjeans,kpop_entertainment,20,0.85,17,mock_data
2024-12-15,newjeans,kpop_entertainment,20,0.85,17,mock_data
2024-12-22,newjeans,kpop_entertainment,14,0.85,12,mock_data
2024-12-29,newjeans,kpop_entertainment,17,0.85,15,mock_data
2024-01-07,ive,kpop_entertainment,65,0.85,55,mock_data
2024-01-14,ive,kpop_entertainment,91,0.85,77,mock_data
2024-01-21,ive,kpop_entertainment,91,0.85,77,mock_data
2024-01-28,ive,kpop_entertainment,100,0.85,85,mock_data
2024-02-04,ive,kpop_entertainment,77,0.85,66,mock_data
2024-02-11,ive,kpop_entertainment,100,0.85,85,mock_data
2024-02-18,ive,kpop_entertainment,82,0.85,69,mock_data
2024-02-25,ive,kpop_entertainment,71,0.85,60,mock_data
2024-03-03,ive,kpop_entertainment,100,0.85,85,mock_data
2024-03-10,ive,kpop_entertainment,100,0.85,85,mock_data
2024-03-17,ive,kpop_entertainment,100,0.85,85,mock_data
2024-03-24,ive,kpop_entertainment,99,0.85,84,mock_data
2024-03-31,ive,kpop_entertainment,100,0.85,85,mock_data
2024-04-07,ive,kpop_entertainment,83,0.85,70,mock_data
2024-04-14,ive,kpop_entertainment,67,0.85,57,mock_data
2024-04-21,ive,kpop_entertainment,59,0.85,50,mock_data
2024-04-28,ive,kpop_entertainment,82,0.85,70,mock_data
2024-05-05,ive,kpop_entertainment,54,0.85,46,mock_data
2024-05-12,ive,kpop_entertainment,59,0.85,50,mock_data
2024-05-19,ive,kpop_entertainment,100,0.85,85,mock_data
2024-05-26,ive,kpop_entertainment,87,0.85,74,mock_data
2024-06-02,ive,kpop_entertainment,44,0.85,37,mock_data
2024-06-09,ive,kpop_entertainment,74,0.85,63,mock_data
2024-06-16,ive,kpop_entertainment,62,0.85,52,mock_data
2024-06-23,ive,kpop_entertainment,52,0.85,44,mock_data
2024-06-30,ive,kpop_entertainment,95,0.85,81,mock_data
2024-07-07,ive,kpop_entertainment,44,0.85,37,mock_data
2024-07-14,ive,kpop_entertainment,19,0.85,16,mock_data
2024-07-21,ive,kpop_entertainment,29,0.85,25,mock_data
2024-07-28,ive,kpop_entertainment,11,0.85,9,mock_data
2024-08-04,ive,kpop_entertainment,26,0.85,22,mock_data
2024-08-11,ive,kpop_entertainment,37,0.85,31,mock_data
2024-08-18,ive,kpop_entertainment,24,0.85,21,mock_data
2024-08-25,ive,kpop_entertainment,29,0.85,24,mock_data
2024-09-01,ive,kpop_entertainment,19,0.85,16,mock_data
2024-09-08,ive,kpop_entertainment,20,0.85,17,mock_data
2024-09-15,ive,kpop_entertainment,17,0.85,15,mock_data
2024-09-22,ive,kpop_entertainment,32,0.85,28,mock_data
2024-09-29,ive,kpop_entertainment,0,0.85,0,mock_data
2024-10-06,ive,kpop_entertainment,77,0.85,66,mock_data
2024-10-13,ive,kpop_entertainment,18,0.85,16,mock_data
2024-10-20,ive,kpop_entertainment,9,0.85,8,mock_data
2024-10-27,ive,kpop_entertainment,9,0.85,8,mock_data
2024-11-03,ive,kpop_entertainment,0,0.85,0,mock_data
2024-11-10,ive,kpop_entertainment,23,0.85,19,mock_data
2024-11-17,ive,kpop_entertainment,3,0.85,3,mock_data
2024-11-24,ive,kpop_entertainment,10,0.85,9,mock_data
2024-12-01,ive,kpop_entertainment,0,0.85,0,mock_data
2024-12-08,ive,kpop_entertainment,47,0.85,40,mock_data
2024-12-15,ive,kpop_entertainment,21,0.85,18,mock_data
2024-12-22,ive,kpop_entertainment,13,0.85,11,mock_data
2024-12-29,ive,kpop_entertainment,42,0.85,35,mock_data
2024-01-07,aespa,kpop_entertainment,69,0.85,59,mock_data
2024-01-14,aespa,kpop_entertainment,64,0.85,54,mock_data
2024-01-21,aespa,kpop_entertainment,68,0.85,58,mock_data
2024-01-28,aespa,kpop_entertainment,65,0.85,55,mock_data
2024-02-04,aespa,kpop_entertainment,75,0.85,64,mock_data
2024-02-11,aespa,kpop_entertainment,76,0.85,65,mock_data
2024-02-18,aespa,kpop_entertainment,76,0.85,65,mock_data
2024-02-25,aespa,kpop_entertainment,83,0.85,71,mock_data
2024-03-03,aespa,kpop_entertainment,64,0.85,55,mock_data
2024-03-10,aespa,kpop_entertainment,60,0.85,51,mock_data
2024-03-17,aespa,kpop_entertainment,62,0.85,53,mock_data
2024-03-24,aespa,kpop_entertainment,62,0.85,53,mock_data
2024-03-31,aespa,kpop_entertainment,56,0.85,47,mock_data
2024-04-07,aespa,kpop_entertainment,61,0.85,52,mock_data
2024-04-14,aespa,kpop_entertainment,77,0.85,66,mock_data
2024-04-21,aespa,kpop_entertainment,51,0.85,44,mock_data
2024-04-28,aespa,kpop_entertainment,100,0.85,85,mock_data
2024-05-05,aespa,kpop_entertainment,60,0.85,51,mock_data
2024-05-12,aespa,kpop_entertainment,95,0.85,80,mock_data
2024-05-19,aespa,kpop_entertainment,69,0.85,58,mock_data
2024-05-26,aespa,kpop_entertainment,50,0.85,43,mock_data
2024-06-02,aespa,kpop_entertainment,45,0.85,38,mock_data
2024-06-09,aespa,kpop_entertainment,51,0.85,44,mock_data
2024-06-16,aespa,kpop_entertainment,63,0.85,53,mock_data
2024-06-23,aespa,kpop_entertainment,36,0.85,31,mock_data
2024-06-30,aespa,kpop_entertainment,31,0.85,27,mock_data
2024-07-07,aespa,kpop_entertainment,32,0.85,27,mock_data
2024-07-14,aespa,kpop_entertainment,82,0.85,70,mock_data
2024-07-21,aespa,kpop_entertainment,36,0.85,31,mock_data
2024-07-28,aespa,kpop_entertainment,24,0.85,21,mock_data
2024-08-04,aespa,kpop_entertainment,25,0.85,21,mock_data
2024-08-11,aespa,kpop_entertainment,52,0.85,44,mock_data
2024-08-18,aespa,kpop_entertainment,69,0.85,58,mock_data
2024-08-25,aespa,kpop_entertainment,27,0.85,23,mock_data
2024-09-01,aespa,kpop_entertainment,26,0.85,22,mock_data
2024-09-08,aespa,kpop_entertainment,12,0.85,11,mock_data
2024-09-15,aespa,kpop_entertainment,13,0.85,11,mock_data
2024-09-22,aespa,kpop_entertainment,0,0.85,0,mock_data
2024-09-29,aespa,kpop_entertainment,7,0.85,6,mock_data
2024-10-06,aespa,kpop_entertainment,35,0.85,30,mock_data
2024-10-13,aespa,kpop_entertainment,10,0.85,8,mock_data
2024-10-20,aespa,kpop_entertainment,1,0.85,1,mock_data
2024-10-27,aespa,kpop_entertainment,4,0.85,4,mock_data
2024-11-03,aespa,kpop_entertainment,6,0.85,5,mock_data
2024-11-10,aespa,kpop_entertainment,5,0.85,4,mock_data
2024-11-17,aespa,kpop_entertainment,7,0.85,6,mock_data
2024-11-24,aespa,kpop_entertainment,4,0.85,3,mock_data
2024-12-01,aespa,kpop_entertainment,17,0.85,14,mock_data
2024-12-08,aespa,kpop_entertainment,12,0.85,10,mock_data
2024-12-15,aespa,kpop_entertainment,39,0.85,33,mock_data
2024-12-22,aespa,kpop_entertainment,5,0.85,4,mock_data
2024-12-29,aespa,kpop_entertainment,33,0.85,28,mock_data
2024-01-07,le sserafim,kpop_entertainment,100,0.85,85,mock_data
2024-01-14,le sserafim,kpop_entertainment,65,0.85,55,mock_data
2024-01-21,le sserafim,kpop_entertainment,69,0.85,59,mock_data
2024-01-28,le sserafim,kpop_entertainment,100,0.85,85,mock_data
2024-02-04,le sserafim,kpop_entertainment,62,0.85,52,mock_data
2024-02-11,le sserafim,kpop_entertainment,70,0.85,59,mock_data
