date,competitor,product,price,has_promotion,estimated_market_share,store_count,quality_rating,delivery_available
2024-01-05,Paris Baguette,Cheesecake,240000.0,0,0.059,22,4.7,0
2024-01-05,Paris Baguette,Macaron,48000.0,0,0.072,20,4.8,1
2024-01-05,Paris Baguette,Éclair,63000.0,0,0.247,23,3.7,1
2024-01-05,Paris Baguette,Croissant,43000.0,0,0.14,14,3.5,0
2024-01-05,Paris Baguette,Red Velvet Cake,300000.0,0,0.159,24,4.3,1
2024-01-05,Tous Les Jours,Tiramisu,281000.0,0,0.078,20,4.1,1
2024-01-05,Tous Les Jours,Cheesecake,235000.0,0,0.131,18,4.1,0
2024-01-05,Tous Les Jours,Macaron,46000.0,0,0.242,20,4.2,1
2024-01-05,Tous Les Jours,Éclair,66000.0,0,0.079,1,4.4,1
2024-01-05,Tous Les Jours,Croissant,40000.0,0,0.089,10,3.5,1
2024-01-05,Tous Les Jours,Red Velvet Cake,229000.0,1,0.187,19,4.7,1
2024-01-05,ABC Bakery,Tiramisu,168000.0,1,0.054,17,4.4,0
2024-01-05,ABC Bakery,Cheesecake,194000.0,0,0.154,2,4.3,1
2024-01-05,ABC Bakery,Macaron,40000.0,0,0.053,14,4.7,1
2024-01-05,ABC Bakery,Éclair,56000.0,0,0.063,1,4.7,0
2024-01-05,ABC Bakery,Croissant,34000.0,0,0.201,8,3.5,1
2024-01-05,ABC Bakery,Red Velvet Cake,250000.0,0,0.154,15,4.7,1
2024-01-05,Givral,Tiramisu,211000.0,0,0.061,7,4.7,0
2024-01-05,Givral,Cheesecake,179000.0,0,0.129,1,4.4,1
2024-01-05,Givral,Macaron,37000.0,0,0.2,1,3.6,1
2024-01-05,Givral,Éclair,55000.0,0,0.173,14,4.1,1
2024-01-05,Givral,Croissant,33000.0,0,0.06,16,4.6,1
2024-01-05,Givral,Red Velvet Cake,240000.0,0,0.083,15,4.7,1
2024-01-05,Local Bakery A,Tiramisu,206000.0,0,0.203,9,4.1,0
2024-01-05,Local Bakery A,Cheesecake,142000.0,1,0.209,20,4.8,0
2024-01-05,Local Bakery A,Macaron,36000.0,0,0.216,14,3.9,0
2024-01-05,Local Bakery A,Éclair,49000.0,0,0.073,13,3.7,0
2024-01-05,Local Bakery A,Croissant,30000.0,0,0.209,2,4.1,1
2024-01-05,Local Bakery A,Red Velvet Cake,220000.0,0,0.247,22,3.8,0
2024-01-05,Supermarket Chain,Tiramisu,138000.0,1,0.245,9,3.8,0
2024-01-05,Supermarket Chain,Cheesecake,131000.0,0,0.157,21,4.0,0
2024-01-05,Supermarket Chain,Macaron,27000.0,0,0.071,7,4.3,1
2024-01-05,Supermarket Chain,Éclair,32000.0,1,0.189,17,3.8,1
2024-01-05,Supermarket Chain,Croissant,23000.0,0,0.206,14,4.1,1
2024-01-05,Supermarket Chain,Red Velvet Cake,173000.0,0,0.189,11,3.9,1
2024-01-06,Paris Baguette,Tiramisu,295000.0,0,0.195,1,3.7,0
2024-01-06,Paris Baguette,Cheesecake,247000.0,0,0.096,3,3.5,0
2024-01-06,Paris Baguette,Macaron,50000.0,0,0.235,19,4.5,0
2024-01-06,Paris Baguette,Éclair,75000.0,0,0.233,11,3.7,1
2024-01-06,Paris Baguette,Croissant,43000.0,0,0.163,22,4.3,0
2024-01-06,Paris Baguette,Red Velvet Cake,304000.0,0,0.205,8,4.2,1
2024-01-06,Tous Les Jours,Tiramisu,288000.0,0,0.051,13,3.7,1
2024-01-06,Tous Les Jours,Cheesecake,163000.0,1,0.218,3,4.5,1
2024-01-06,Tous Les Jours,Macaron,46000.0,0,0.15,12,3.7,1
2024-01-06,Tous Les Jours,Éclair,70000.0,0,0.146,12,3.6,0
2024-01-06,Tous Les Jours,Croissant,30000.0,1,0.225,18,4.1,1
2024-01-06,Tous Les Jours,Red Velvet Cake,293000.0,0,0.127,19,4.5,0
2024-01-06,ABC Bakery,Tiramisu,232000.0,0,0.12,23,3.5,1
2024-01-06,ABC Bakery,Cheesecake,198000.0,0,0.223,5,4.0,1
2024-01-06,ABC Bakery,Macaron,41000.0,0,0.108,11,4.4,1
2024-01-06,ABC Bakery,Éclair,59000.0,0,0.091,6,4.7,0
2024-01-06,ABC Bakery,Croissant,34000.0,0,0.166,8,4.2,0
2024-01-06,ABC Bakery,Red Velvet Cake,214000.0,1,0.056,6,3.7,1
2024-01-06,Givral,Tiramisu,224000.0,0,0.078,4,4.6,1
2024-01-06,Givral,Cheesecake,187000.0,0,0.242,11,4.0,1
2024-01-06,Givral,Macaron,32000.0,1,0.171,14,4.3,0
2024-01-06,Givral,Éclair,56000.0,0,0.104,12,4.7,1
2024-01-06,Givral,Croissant,34000.0,0,0.193,21,4.3,1
2024-01-06,Givral,Red Velvet Cake,243000.0,0,0.2,4,4.0,0
2024-01-06,Local Bakery A,Tiramisu,207000.0,0,0.132,2,3.7,1
2024-01-06,Local Bakery A,Cheesecake,187000.0,0,0.13,13,3.9,0
2024-01-06,Local Bakery A,Macaron,37000.0,0,0.222,22,4.1,1
2024-01-06,Local Bakery A,Éclair,53000.0,0,0.165,2,4.0,1
2024-01-06,Local Bakery A,Croissant,33000.0,0,0.161,12,4.4,0
2024-01-06,Local Bakery A,Red Velvet Cake,230000.0,0,0.228,12,4.3,1
2024-01-06,Supermarket Chain,Tiramisu,114000.0,1,0.104,10,4.3,1
2024-01-06,Supermarket Chain,Cheesecake,143000.0,0,0.185,11,3.6,1
2024-01-06,Supermarket Chain,Macaron,21000.0,1,0.159,7,3.9,1
2024-01-06,Supermarket Chain,Éclair,33000.0,1,0.131,4,4.3,1
2024-01-06,Supermarket Chain,Croissant,24000.0,0,0.161,24,4.4,1
2024-01-06,Supermarket Chain,Red Velvet Cake,171000.0,0,0.092,12,3.5,1
2024-01-07,Paris Baguette,Tiramisu,293000.0,0,0.129,14,4.4,1
2024-01-07,Paris Baguette,Cheesecake,241000.0,0,0.166,11,4.3,1
2024-01-07,Paris Baguette,Macaron,48000.0,0,0.115,5,4.4,1
2024-01-07,Paris Baguette,Éclair,73000.0,0,0.248,24,3.7,1
2024-01-07,Paris Baguette,Croissant,47000.0,0,0.089,2,4.4,1
2024-01-07,Paris Baguette,Red Velvet Cake,321000.0,0,0.209,11,4.7,1
2024-01-07,Tous Les Jours,Tiramisu,241000.0,1,0.157,22,4.4,1
2024-01-07,Tous Les Jours,Cheesecake,246000.0,0,0.105,18,4.1,0
2024-01-07,Tous Les Jours,Macaron,35000.0,1,0.114,18,4.0,1
2024-01-07,Tous Les Jours,Éclair,72000.0,0,0.051,5,3.8,1
2024-01-07,Tous Les Jours,Croissant,42000.0,0,0.142,3,4.7,0
2024-01-07,Tous Les Jours,Red Velvet Cake,304000.0,0,0.104,19,3.5,1
2024-01-07,ABC Bakery,Tiramisu,252000.0,0,0.234,18,4.5,1
2024-01-07,ABC Bakery,Cheesecake,204000.0,0,0.068,4,3.8,1
2024-01-07,ABC Bakery,Macaron,41000.0,0,0.246,19,4.0,0
2024-01-07,ABC Bakery,Éclair,56000.0,0,0.17,12,4.3,1
2024-01-07,ABC Bakery,Croissant,36000.0,0,0.134,16,4.8,1
2024-01-07,ABC Bakery,Red Velvet Cake,256000.0,0,0.243,23,3.8,0
2024-01-07,Givral,Tiramisu,217000.0,0,0.249,8,4.5,0
2024-01-07,Givral,Cheesecake,195000.0,0,0.135,16,4.7,0
2024-01-07,Givral,Macaron,38000.0,0,0.118,18,4.6,0
2024-01-07,Givral,Éclair,56000.0,0,0.054,2,3.7,1
2024-01-07,Givral,Croissant,32000.0,0,0.111,3,4.5,1
2024-01-07,Givral,Red Velvet Cake,244000.0,0,0.19,9,4.3,1
2024-01-07,Local Bakery A,Tiramisu,207000.0,0,0.238,1,4.2,0
2024-01-07,Local Bakery A,Cheesecake,180000.0,0,0.068,11,4.1,1
2024-01-07,Local Bakery A,Macaron,29000.0,1,0.245,12,4.7,1
2024-01-07,Local Bakery A,Éclair,56000.0,0,0.1,18,3.9,0
2024-01-07,Local Bakery A,Croissant,31000.0,0,0.06,4,3.8,1
2024-01-07,Local Bakery A,Red Velvet Cake,238000.0,0,0.196,23,4.6,1
2024-01-07,Supermarket Chain,Tiramisu,164000.0,0,0.095,24,3.9,1
2024-01-07,Supermarket Chain,Cheesecake,146000.0,0,0.148,15,4.7,1
2024-01-07,Supermarket Chain,Macaron,28000.0,0,0.178,4,4.2,1
2024-01-07,Supermarket Chain,Éclair,42000.0,0,0.207,4,4.3,1
2024-01-07,Supermarket Chain,Croissant,17000.0,1,0.234,6,4.3,1
2024-01-07,Supermarket Chain,Red Velvet Cake,155000.0,1,0.168,11,3.6,1
2024-01-08,Paris Baguette,Tiramisu,282000.0,0,0.118,17,4.0,0
2024-01-08,Paris Baguette,Cheesecake,177000.0,1,0.245,5,3.6,1
2024-01-08,Paris Baguette,Macaron,47000.0,0,0.191,17,4.1,1
2024-01-08,Paris Baguette,Éclair,68000.0,0,0.166,10,4.4,1
2024-01-08,Paris Baguette,Croissant,42000.0,0,0.152,11,4.5,1
2024-01-08,Paris Baguette,Red Velvet Cake,309000.0,0,0.208,2,4.5,1
2024-01-08,Tous Les Jours,Tiramisu,266000.0,0,0.182,5,3.6,0
2024-01-08,Tous Les Jours,Cheesecake,239000.0,0,0.065,5,4.0,0
2024-01-08,Tous Les Jours,Macaron,50000.0,0,0.105,14,4.3,1
2024-01-08,Tous Les Jours,Éclair,66000.0,0,0.104,3,4.0,1
2024-01-08,Tous Les Jours,Croissant,41000.0,0,0.056,13,4.5,1
2024-01-08,Tous Les Jours,Red Velvet Cake,288000.0,0,0.218,22,4.4,1
2024-01-08,ABC Bakery,Tiramisu,225000.0,0,0.112,4,3.7,0
2024-01-08,ABC Bakery,Cheesecake,196000.0,0,0.144,5,4.7,1
2024-01-08,ABC Bakery,Macaron,39000.0,0,0.055,16,4.4,1
2024-01-08,ABC Bakery,Éclair,54000.0,0,0.24,13,3.9,1
2024-01-08,ABC Bakery,Croissant,31000.0,0,0.248,10,3.8,1
2024-01-08,ABC Bakery,Red Velvet Cake,253000.0,0,0.062,1,4.6,1
2024-01-08,Givral,Tiramisu,165000.0,1,0.235,16,4.3,1
2024-01-08,Givral,Cheesecake,143000.0,1,0.063,6,3.5,1
2024-01-08,Givral,Macaron,38000.0,0,0.173,15,4.0,1
2024-01-08,Givral,Éclair,51000.0,0,0.055,12,4.8,1
2024-01-08,Givral,Croissant,24000.0,1,0.203,6,4.4,1
2024-01-08,Givral,Red Velvet Cake,165000.0,1,0.193,7,4.5,1
2024-01-08,Local Bakery A,Tiramisu,208000.0,0,0.112,13,3.8,0
2024-01-08,Local Bakery A,Cheesecake,169000.0,0,0.166,15,3.8,1
2024-01-08,Local Bakery A,Macaron,37000.0,0,0.229,24,4.7,1
2024-01-08,Local Bakery A,Éclair,50000.0,0,0.137,2,4.4,1
2024-01-08,Local Bakery A,Croissant,30000.0,0,0.081,13,3.7,0
2024-01-08,Local Bakery A,Red Velvet Cake,216000.0,0,0.171,22,4.2,1
2024-01-08,Supermarket Chain,Tiramisu,149000.0,0,0.104,7,3.8,1
2024-01-08,Supermarket Chain,Cheesecake,133000.0,0,0.139,18,4.2,1
2024-01-08,Supermarket Chain,Macaron,28000.0,0,0.091,23,4.8,1
2024-01-08,Supermarket Chain,Éclair,42000.0,0,0.074,2,4.6,1
2024-01-08,Supermarket Chain,Croissant,22000.0,0,0.193,20,4.6,1
2024-01-08,Supermarket Chain,Red Velvet Cake,171000.0,0,0.12,14,3.7,0
2024-01-09,Paris Baguette,Tiramisu,289000.0,0,0.162,24,3.6,0
2024-01-09,Paris Baguette,Cheesecake,232000.0,0,0.091,24,4.6,0
2024-01-09,Paris Baguette,Macaron,49000.0,0,0.115,13,4.6,1
2024-01-09,Paris Baguette,Éclair,53000.0,1,0.239,21,4.1,1
2024-01-09,Paris Baguette,Croissant,43000.0,0,0.113,12,4.0,1
2024-01-09,Paris Baguette,Red Velvet Cake,304000.0,0,0.104,19,4.4,1
2024-01-09,Tous Les Jours,Tiramisu,194000.0,1,0.208,9,4.3,1
2024-01-09,Tous Les Jours,Cheesecake,220000.0,0,0.221,17,4.2,0
2024-01-09,Tous Les Jours,Macaron,39000.0,1,0.053,5,4.6,1
2024-01-09,Tous Les Jours,Éclair,68000.0,0,0.168,9,4.4,1
2024-01-09,Tous Les Jours,Croissant,37000.0,0,0.101,6,4.5,1
2024-01-09,Tous Les Jours,Red Velvet Cake,301000.0,0,0.113,20,4.6,1
2024-01-09,ABC Bakery,Tiramisu,197000.0,1,0.163,19,3.6,1
2024-01-09,ABC Bakery,Cheesecake,172000.0,1,0.054,9,4.7,1
2024-01-09,ABC Bakery,Macaron,40000.0,0,0.233,9,4.7,0
2024-01-09,ABC Bakery,Éclair,55000.0,0,0.208,21,3.6,1
2024-01-09,ABC Bakery,Croissant,35000.0,0,0.178,14,4.0,1
2024-01-09,ABC Bakery,Red Velvet Cake,257000.0,0,0.064,12,3.8,0
2024-01-09,Givral,Tiramisu,220000.0,0,0.218,7,4.3,1
2024-01-09,Givral,Cheesecake,192000.0,0,0.187,17,3.8,1
2024-01-09,Givral,Macaron,37000.0,0,0.138,7,3.9,0
2024-01-09,Givral,Éclair,51000.0,0,0.171,12,4.5,1
2024-01-09,Givral,Croissant,32000.0,0,0.236,13,4.1,0
2024-01-09,Givral,Red Velvet Cake,228000.0,0,0.077,20,3.8,1
2024-01-09,Local Bakery A,Tiramisu,206000.0,0,0.223,6,4.8,1
2024-01-09,Local Bakery A,Cheesecake,179000.0,0,0.115,23,3.8,1
2024-01-09,Local Bakery A,Macaron,28000.0,1,0.132,4,3.6,1
2024-01-09,Local Bakery A,Éclair,51000.0,0,0.245,20,3.6,1
2024-01-09,Local Bakery A,Croissant,32000.0,0,0.157,21,4.5,0
2024-01-09,Local Bakery A,Red Velvet Cake,220000.0,0,0.108,18,4.5,1
2024-01-09,Supermarket Chain,Tiramisu,149000.0,0,0.104,8,3.7,1
2024-01-09,Supermarket Chain,Cheesecake,130000.0,0,0.185,8,4.5,0
2024-01-09,Supermarket Chain,Macaron,20000.0,1,0.131,11,4.0,1
2024-01-09,Supermarket Chain,Éclair,39000.0,0,0.056,7,3.9,0
2024-01-09,Supermarket Chain,Croissant,24000.0,0,0.108,1,4.5,1
2024-01-09,Supermarket Chain,Red Velvet Cake,163000.0,0,0.167,4,3.6,1
2024-01-10,Paris Baguette,Tiramisu,268000.0,0,0.232,11,3.8,0
2024-01-10,Paris Baguette,Cheesecake,244000.0,0,0.154,6,3.6,1
2024-01-10,Paris Baguette,Macaron,47000.0,0,0.204,3,3.9,1
2024-01-10,Paris Baguette,Éclair,72000.0,0,0.22,11,4.7,1
2024-01-10,Paris Baguette,Croissant,44000.0,0,0.21,20,4.6,0
2024-01-10,Paris Baguette,Red Velvet Cake,303000.0,0,0.112,2,3.7,1
2024-01-10,Tous Les Jours,Tiramisu,268000.0,0,0.091,16,3.6,0
2024-01-10,Tous Les Jours,Cheesecake,219000.0,0,0.144,5,4.6,1
2024-01-10,Tous Les Jours,Macaron,48000.0,0,0.167,2,4.6,0
2024-01-10,Tous Les Jours,Éclair,68000.0,0,0.229,3,4.7,1
2024-01-10,Tous Les Jours,Croissant,39000.0,0,0.144,18,4.5,0
2024-01-10,Tous Les Jours,Red Velvet Cake,307000.0,0,0.112,2,3.7,1
2024-01-10,ABC Bakery,Tiramisu,215000.0,0,0.25,24,4.5,0
2024-01-10,ABC Bakery,Cheesecake,192000.0,0,0.114,9,4.3,1
2024-01-10,ABC Bakery,Macaron,38000.0,0,0.193,21,4.2,0
2024-01-10,ABC Bakery,Éclair,57000.0,0,0.08,17,4.4,1
2024-01-10,ABC Bakery,Croissant,34000.0,0,0.084,9,4.5,1
2024-01-10,ABC Bakery,Red Velvet Cake,240000.0,0,0.209,5,3.6,1
2024-01-10,Givral,Tiramisu,160000.0,1,0.198,19,4.4,1
2024-01-10,Givral,Cheesecake,185000.0,0,0.075,2,3.9,0
2024-01-10,Givral,Macaron,38000.0,0,0.054,14,4.6,1
2024-01-10,Givral,Éclair,55000.0,0,0.175,6,4.1,1
