date,season,temperature,is_holiday,holiday_name,holiday_impact_factor,is_weekend,weather_demand_factor,month,quarter
2024-08-23,Mùa hè,30.9,False,,1.0,False,1.2,8,3
2024-08-24,Mùa hè,30.0,False,,1.0,True,1.2,8,3
2024-08-25,Mùa hè,27.5,False,,1.0,True,1.2,8,3
2024-08-26,Mùa hè,28.0,False,,1.0,False,1.2,8,3
2024-08-27,Mùa hè,30.3,False,,1.0,False,1.2,8,3
2024-08-28,Mùa hè,29.8,False,,1.0,False,1.2,8,3
2024-08-29,Mùa hè,29.1,False,,1.0,False,1.2,8,3
2024-08-30,Mùa hè,32.2,False,,1.0,False,1.2,8,3
2024-08-31,Mùa hè,31.6,False,,1.0,True,1.2,8,3
2024-09-01,Mùa thu,27.0,False,,1.0,True,1.0,9,3
2024-09-02,Mùa thu,23.6,False,,1.0,False,1.0,9,3
2024-09-03,Mùa thu,27.7,False,,1.0,False,1.0,9,3
2024-09-04,Mùa thu,26.0,False,,1.0,False,1.0,9,3
2024-09-05,Mùa thu,26.1,False,,1.0,False,1.0,9,3
2024-09-06,Mùa thu,25.5,False,,1.0,False,1.0,9,3
2024-09-07,Mùa thu,27.0,False,,1.0,True,1.0,9,3
2024-09-08,Mùa thu,25.1,False,,1.0,True,1.0,9,3
2024-09-09,Mùa thu,24.6,False,,1.0,False,1.0,9,3
2024-09-10,Mùa thu,27.8,False,,1.0,False,1.0,9,3
2024-09-11,Mùa thu,27.1,False,,1.0,False,1.0,9,3
2024-09-12,Mùa thu,25.7,False,,1.0,False,1.0,9,3
2024-09-13,Mùa thu,23.7,False,,1.0,False,1.0,9,3
2024-09-14,Mùa thu,26.3,False,,1.0,True,1.0,9,3
2024-09-15,Mùa thu,24.4,False,,1.0,True,1.0,9,3
2024-09-16,Mùa thu,25.6,False,,1.0,False,1.0,9,3
2024-09-17,Mùa thu,24.9,False,,1.0,False,1.0,9,3
2024-09-18,Mùa thu,29.4,False,,1.0,False,1.0,9,3
2024-09-19,Mùa thu,25.7,False,,1.0,False,1.0,9,3
2024-09-20,Mùa thu,28.3,False,,1.0,False,1.0,9,3
2024-09-21,Mùa thu,26.0,False,,1.0,True,1.0,9,3
2024-09-22,Mùa thu,30.0,False,,1.0,True,1.0,9,3
2024-09-23,Mùa thu,29.6,False,,1.0,False,1.0,9,3
2024-09-24,Mùa thu,28.5,False,,1.0,False,1.0,9,3
2024-09-25,Mùa thu,22.0,False,,1.0,False,1.0,9,3
2024-09-26,Mùa thu,31.0,False,,1.0,False,1.0,9,3
2024-09-27,Mùa thu,28.4,False,,1.0,False,1.0,9,3
2024-09-28,Mùa thu,24.6,False,,1.0,True,1.0,9,3
2024-09-29,Mùa thu,25.3,False,,1.0,True,1.0,9,3
2024-09-30,Mùa thu,25.0,False,,1.0,False,1.0,9,3
2024-10-01,Mùa thu,26.9,False,,1.0,False,1.0,10,4
2024-10-02,Mùa thu,28.4,False,,1.0,False,1.0,10,4
2024-10-03,Mùa thu,25.4,False,,1.0,False,1.0,10,4
2024-10-04,Mùa thu,26.0,False,,1.0,False,1.0,10,4
2024-10-05,Mùa thu,26.0,False,,1.0,True,1.0,10,4
2024-10-06,Mùa thu,25.5,False,,1.0,True,1.0,10,4
2024-10-07,Mùa thu,28.6,False,,1.0,False,1.0,10,4
2024-10-08,Mùa thu,27.6,False,,1.0,False,1.0,10,4
2024-10-09,Mùa thu,27.5,False,,1.0,False,1.0,10,4
2024-10-10,Mùa thu,24.7,False,,1.0,False,1.0,10,4
2024-10-11,Mùa thu,22.6,False,,1.0,False,1.0,10,4
2024-10-12,Mùa thu,25.6,False,,1.0,True,1.0,10,4
2024-10-13,Mùa thu,25.1,False,,1.0,True,1.0,10,4
2024-10-14,Mùa thu,26.1,False,,1.0,False,1.0,10,4
2024-10-15,Mùa thu,25.2,False,,1.0,False,1.0,10,4
2024-10-16,Mùa thu,28.9,False,,1.0,False,1.0,10,4
2024-10-17,Mùa thu,26.0,False,,1.0,False,1.0,10,4
2024-10-18,Mùa thu,24.1,False,,1.0,False,1.0,10,4
2024-10-19,Mùa thu,27.0,False,,1.0,True,1.0,10,4
2024-10-20,Mùa thu,26.3,False,,1.0,True,1.0,10,4
2024-10-21,Mùa thu,30.6,False,,1.0,False,1.0,10,4
2024-10-22,Mùa thu,27.9,False,,1.0,False,1.0,10,4
2024-10-23,Mùa thu,25.9,False,,1.0,False,1.0,10,4
2024-10-24,Mùa thu,27.3,False,,1.0,False,1.0,10,4
2024-10-25,Mùa thu,28.3,False,,1.0,False,1.0,10,4
2024-10-26,Mùa thu,27.8,False,,1.0,True,1.0,10,4
2024-10-27,Mùa thu,27.1,False,,1.0,True,1.0,10,4
2024-10-28,Mùa thu,27.8,False,,1.0,False,1.0,10,4
2024-10-29,Mùa thu,24.4,False,,1.0,False,1.0,10,4
2024-10-30,Mùa thu,24.5,False,,1.0,False,1.0,10,4
2024-10-31,Mùa thu,27.0,False,,1.0,False,1.0,10,4
2024-11-01,Mùa thu,28.4,False,,1.0,False,1.0,11,4
2024-11-02,Mùa thu,26.7,False,,1.0,True,1.0,11,4
2024-11-03,Mùa thu,26.9,False,,1.0,True,1.0,11,4
2024-11-04,Mùa thu,29.1,False,,1.0,False,1.0,11,4
2024-11-05,Mùa thu,25.8,False,,1.0,False,1.0,11,4
2024-11-06,Mùa thu,27.8,False,,1.0,False,1.0,11,4
2024-11-07,Mùa thu,26.4,False,,1.0,False,1.0,11,4
2024-11-08,Mùa thu,24.8,False,,1.0,False,1.0,11,4
2024-11-09,Mùa thu,27.8,False,,1.0,True,1.0,11,4
2024-11-10,Mùa thu,28.4,False,,1.0,True,1.0,11,4
2024-11-11,Mùa thu,26.6,False,,1.0,False,1.0,11,4
2024-11-12,Mùa thu,29.5,False,,1.0,False,1.0,11,4
2024-11-13,Mùa thu,26.2,False,,1.0,False,1.0,11,4
2024-11-14,Mùa thu,25.6,False,,1.0,False,1.0,11,4
2024-11-15,Mùa thu,30.9,False,,1.0,False,1.0,11,4
2024-11-16,Mùa thu,27.4,False,,1.0,True,1.0,11,4
2024-11-17,Mùa thu,29.5,False,,1.0,True,1.0,11,4
2024-11-18,Mùa thu,26.1,False,,1.0,False,1.0,11,4
2024-11-19,Mùa thu,31.2,False,,1.0,False,1.0,11,4
2024-11-20,Mùa thu,26.6,False,,1.0,False,1.0,11,4
2024-11-21,Mùa thu,29.8,False,,1.0,False,1.0,11,4
2024-11-22,Mùa thu,27.8,False,,1.0,False,1.0,11,4
2024-11-23,Mùa thu,24.0,False,,1.0,True,1.0,11,4
2024-11-24,Mùa thu,24.0,False,,1.0,True,1.0,11,4
2024-11-25,Mùa thu,28.6,False,,1.0,False,1.0,11,4
2024-11-26,Mùa thu,27.8,False,,1.0,False,1.0,11,4
2024-11-27,Mùa thu,26.5,False,,1.0,False,1.0,11,4
2024-11-28,Mùa thu,25.5,False,,1.0,False,1.0,11,4
2024-11-29,Mùa thu,26.6,False,,1.0,False,1.0,11,4
2024-11-30,Mùa thu,26.6,False,,1.0,True,1.0,11,4
2024-12-01,Mùa đông,17.2,False,,1.0,True,0.95,12,4
2024-12-02,Mùa đông,19.6,False,,1.0,False,0.95,12,4
2024-12-03,Mùa đông,19.3,False,,1.0,False,0.95,12,4
2024-12-04,Mùa đông,18.6,False,,1.0,False,0.95,12,4
2024-12-05,Mùa đông,18.0,False,,1.0,False,0.95,12,4
2024-12-06,Mùa đông,15.3,False,,1.0,False,0.95,12,4
2024-12-07,Mùa đông,18.0,False,,1.0,True,0.95,12,4
2024-12-08,Mùa đông,15.0,False,,1.0,True,0.95,12,4
2024-12-09,Mùa đông,15.4,False,,1.0,False,0.95,12,4
2024-12-10,Mùa đông,17.8,False,,1.0,False,0.95,12,4
2024-12-11,Mùa đông,18.7,False,,1.0,False,0.95,12,4
2024-12-12,Mùa đông,18.1,False,,1.0,False,0.95,12,4
2024-12-13,Mùa đông,20.2,False,,1.0,False,0.95,12,4
2024-12-14,Mùa đông,21.8,False,,1.0,True,0.95,12,4
2024-12-15,Mùa đông,19.7,False,,1.0,True,0.95,12,4
2024-12-16,Mùa đông,19.4,False,,1.0,False,0.95,12,4
2024-12-17,Mùa đông,16.6,False,,1.0,False,0.95,12,4
2024-12-18,Mùa đông,15.2,False,,1.0,False,0.95,12,4
2024-12-19,Mùa đông,21.8,False,,1.0,False,0.95,12,4
2024-12-20,Mùa đông,14.1,False,,1.0,False,0.95,12,4
2024-12-21,Mùa đông,16.9,True,Giáng sinh,1.0,True,0.95,12,4
2024-12-22,Mùa đông,17.8,True,Giáng sinh,1.5,True,0.95,12,4
2024-12-23,Mùa đông,14.4,True,Giáng sinh,2.0,False,0.95,12,4
2024-12-24,Mùa đông,14.2,True,Giáng sinh,2.5,False,0.95,12,4
2024-12-25,Mùa đông,17.3,True,Giáng sinh,2.0,False,0.95,12,4
2024-12-26,Mùa đông,15.7,True,Giáng sinh,1.5,False,0.95,12,4
2024-12-27,Mùa đông,20.6,True,Giáng sinh,1.0,False,0.95,12,4
2024-12-28,Mùa đông,16.2,False,,1.0,True,0.95,12,4
2024-12-29,Mùa đông,18.4,True,Cuối năm,1.2,True,0.95,12,4
2024-12-30,Mùa đông,18.9,True,Cuối năm,1.6,False,0.95,12,4
2024-12-31,Mùa đông,18.2,True,Cuối năm,2.0,False,0.95,12,4
2025-01-01,Mùa đông,13.4,True,Cuối năm,1.6,False,0.95,1,1
