date,event_type,demand_multiplier,is_holiday
2023-08-18,normal,1.0,False
2023-08-19,weekend,1.3,False
2023-08-20,weekend,1.3,False
2023-08-21,normal,1.0,False
2023-08-22,normal,1.0,False
2023-08-23,normal,1.0,False
2023-08-24,normal,1.0,False
2023-08-25,normal,1.0,False
2023-08-26,weekend,1.3,False
2023-08-27,weekend,1.3,False
2023-08-28,normal,1.0,False
2023-08-29,normal,1.0,False
2023-08-30,normal,1.0,False
2023-08-31,normal,1.0,False
2023-09-01,mid_autumn,1.8,True
2023-09-02,mid_autumn,1.8,True
2023-09-03,mid_autumn,1.8,True
2023-09-04,mid_autumn,1.8,True
2023-09-05,mid_autumn,1.8,True
2023-09-06,mid_autumn,1.8,True
2023-09-07,mid_autumn,1.8,True
2023-09-08,mid_autumn,1.8,True
2023-09-09,mid_autumn,1.8,True
2023-09-10,mid_autumn,1.8,True
2023-09-11,mid_autumn,1.8,True
2023-09-12,mid_autumn,1.8,True
2023-09-13,mid_autumn,1.8,True
2023-09-14,mid_autumn,1.8,True
2023-09-15,mid_autumn,1.8,True
2023-09-16,mid_autumn,1.8,True
2023-09-17,mid_autumn,1.8,True
2023-09-18,mid_autumn,1.8,True
2023-09-19,mid_autumn,1.8,True
2023-09-20,mid_autumn,1.8,True
2023-09-21,mid_autumn,1.8,True
2023-09-22,mid_autumn,1.8,True
2023-09-23,mid_autumn,1.8,True
2023-09-24,mid_autumn,1.8,True
2023-09-25,mid_autumn,1.8,True
2023-09-26,mid_autumn,1.8,True
2023-09-27,mid_autumn,1.8,True
2023-09-28,mid_autumn,1.8,True
2023-09-29,mid_autumn,1.8,True
2023-09-30,mid_autumn,1.8,True
2023-10-01,mid_autumn,1.8,True
2023-10-02,mid_autumn,1.8,True
2023-10-03,mid_autumn,1.8,True
2023-10-04,mid_autumn,1.8,True
2023-10-05,mid_autumn,1.8,True
2023-10-06,mid_autumn,1.8,True
2023-10-07,mid_autumn,1.8,True
2023-10-08,mid_autumn,1.8,True
2023-10-09,mid_autumn,1.8,True
2023-10-10,mid_autumn,1.8,True
2023-10-11,mid_autumn,1.8,True
2023-10-12,mid_autumn,1.8,True
2023-10-13,mid_autumn,1.8,True
2023-10-14,mid_autumn,1.8,True
2023-10-15,mid_autumn,1.8,True
2023-10-16,mid_autumn,1.8,True
2023-10-17,mid_autumn,1.8,True
2023-10-18,mid_autumn,1.8,True
2023-10-19,mid_autumn,1.8,True
2023-10-20,mid_autumn,1.8,True
2023-10-21,mid_autumn,1.8,True
2023-10-22,mid_autumn,1.8,True
2023-10-23,mid_autumn,1.8,True
2023-10-24,mid_autumn,1.8,True
2023-10-25,mid_autumn,1.8,True
2023-10-26,mid_autumn,1.8,True
2023-10-27,mid_autumn,1.8,True
2023-10-28,mid_autumn,1.8,True
2023-10-29,mid_autumn,1.8,True
2023-10-30,mid_autumn,1.8,True
2023-10-31,mid_autumn,1.8,True
2023-11-01,normal,1.0,False
2023-11-02,normal,1.0,False
2023-11-03,normal,1.0,False
2023-11-04,weekend,1.3,False
2023-11-05,weekend,1.3,False
2023-11-06,normal,1.0,False
2023-11-07,normal,1.0,False
2023-11-08,normal,1.0,False
2023-11-09,normal,1.0,False
2023-11-10,normal,1.0,False
2023-11-11,weekend,1.3,False
2023-11-12,weekend,1.3,False
2023-11-13,normal,1.0,False
2023-11-14,normal,1.0,False
2023-11-15,normal,1.0,False
2023-11-16,normal,1.0,False
2023-11-17,normal,1.0,False
2023-11-18,weekend,1.3,False
2023-11-19,weekend,1.3,False
2023-11-20,normal,1.0,False
2023-11-21,normal,1.0,False
2023-11-22,normal,1.0,False
2023-11-23,normal,1.0,False
2023-11-24,normal,1.0,False
2023-11-25,weekend,1.3,False
2023-11-26,weekend,1.3,False
2023-11-27,normal,1.0,False
2023-11-28,normal,1.0,False
2023-11-29,normal,1.0,False
2023-11-30,normal,1.0,False
2023-12-01,normal,1.0,False
2023-12-02,weekend,1.3,False
2023-12-03,weekend,1.3,False
2023-12-04,normal,1.0,False
2023-12-05,normal,1.0,False
2023-12-06,normal,1.0,False
2023-12-07,normal,1.0,False
2023-12-08,normal,1.0,False
2023-12-09,weekend,1.3,False
2023-12-10,weekend,1.3,False
2023-12-11,normal,1.0,False
2023-12-12,normal,1.0,False
2023-12-13,normal,1.0,False
2023-12-14,normal,1.0,False
2023-12-15,normal,1.0,False
2023-12-16,weekend,1.3,False
2023-12-17,weekend,1.3,False
2023-12-18,normal,1.0,False
2023-12-19,normal,1.0,False
2023-12-20,christmas,1.7,True
2023-12-21,christmas,1.7,True
2023-12-22,christmas,1.7,True
2023-12-23,christmas,1.7,True
2023-12-24,christmas,1.7,True
2023-12-25,christmas,1.7,True
2023-12-26,christmas,1.7,True
2023-12-27,christmas,1.7,True
2023-12-28,christmas,1.7,True
2023-12-29,christmas,1.7,True
2023-12-30,christmas,1.7,True
2023-12-31,christmas,1.7,True
2024-01-01,tet,2.5,True
2024-01-02,tet,2.5,True
2024-01-03,tet,2.5,True
2024-01-04,tet,2.5,True
2024-01-05,tet,2.5,True
2024-01-06,tet,2.5,True
2024-01-07,tet,2.5,True
2024-01-08,tet,2.5,True
2024-01-09,tet,2.5,True
2024-01-10,tet,2.5,True
2024-01-11,tet,2.5,True
2024-01-12,tet,2.5,True
2024-01-13,tet,2.5,True
2024-01-14,tet,2.5,True
2024-01-15,tet,2.5,True
2024-01-16,normal,1.0,False
2024-01-17,normal,1.0,False
2024-01-18,normal,1.0,False
2024-01-19,normal,1.0,False
2024-01-20,weekend,1.3,False
2024-01-21,weekend,1.3,False
2024-01-22,normal,1.0,False
2024-01-23,normal,1.0,False
2024-01-24,normal,1.0,False
2024-01-25,normal,1.0,False
2024-01-26,normal,1.0,False
2024-01-27,weekend,1.3,False
2024-01-28,weekend,1.3,False
2024-01-29,normal,1.0,False
2024-01-30,normal,1.0,False
2024-01-31,normal,1.0,False
2024-02-01,normal,1.0,False
2024-02-02,normal,1.0,False
2024-02-03,weekend,1.3,False
2024-02-04,weekend,1.3,False
2024-02-05,normal,1.0,False
2024-02-06,normal,1.0,False
2024-02-07,normal,1.0,False
2024-02-08,normal,1.0,False
2024-02-09,normal,1.0,False
2024-02-10,weekend,1.3,False
2024-02-11,weekend,1.3,False
2024-02-12,normal,1.0,False
2024-02-13,normal,1.0,False
2024-02-14,valentine,2.0,True
2024-02-15,normal,1.0,False
2024-02-16,normal,1.0,False
2024-02-17,weekend,1.3,False
2024-02-18,weekend,1.3,False
2024-02-19,normal,1.0,False
2024-02-20,normal,1.0,False
2024-02-21,normal,1.0,False
2024-02-22,normal,1.0,False
2024-02-23,normal,1.0,False
2024-02-24,weekend,1.3,False
2024-02-25,weekend,1.3,False
2024-02-26,normal,1.0,False
2024-02-27,normal,1.0,False
2024-02-28,normal,1.0,False
2024-02-29,normal,1.0,False
2024-03-01,normal,1.0,False
2024-03-02,weekend,1.3,False
2024-03-03,weekend,1.3,False
2024-03-04,normal,1.0,False
2024-03-05,normal,1.0,False
2024-03-06,normal,1.0,False
2024-03-07,normal,1.0,False
2024-03-08,womens_day,1.5,True
2024-03-09,weekend,1.3,False
2024-03-10,weekend,1.3,False
2024-03-11,normal,1.0,False
2024-03-12,normal,1.0,False
2024-03-13,normal,1.0,False
2024-03-14,normal,1.0,False
2024-03-15,normal,1.0,False
2024-03-16,weekend,1.3,False
2024-03-17,weekend,1.3,False
2024-03-18,normal,1.0,False
2024-03-19,normal,1.0,False
2024-03-20,normal,1.0,False
2024-03-21,normal,1.0,False
2024-03-22,normal,1.0,False
2024-03-23,weekend,1.3,False
2024-03-24,weekend,1.3,False
2024-03-25,normal,1.0,False
2024-03-26,normal,1.0,False
2024-03-27,normal,1.0,False
2024-03-28,normal,1.0,False
2024-03-29,normal,1.0,False
2024-03-30,weekend,1.3,False
2024-03-31,weekend,1.3,False
2024-04-01,normal,1.0,False
2024-04-02,normal,1.0,False
2024-04-03,normal,1.0,False
2024-04-04,normal,1.0,False
2024-04-05,normal,1.0,False
2024-04-06,weekend,1.3,False
2024-04-07,weekend,1.3,False
2024-04-08,normal,1.0,False
2024-04-09,normal,1.0,False
2024-04-10,normal,1.0,False
2024-04-11,normal,1.0,False
2024-04-12,normal,1.0,False
2024-04-13,weekend,1.3,False
2024-04-14,weekend,1.3,False
2024-04-15,normal,1.0,False
2024-04-16,normal,1.0,False
2024-04-17,normal,1.0,False
2024-04-18,normal,1.0,False
2024-04-19,normal,1.0,False
2024-04-20,weekend,1.3,False
2024-04-21,weekend,1.3,False
2024-04-22,normal,1.0,False
2024-04-23,normal,1.0,False
2024-04-24,normal,1.0,False
2024-04-25,normal,1.0,False
2024-04-26,normal,1.0,False
2024-04-27,weekend,1.3,False
2024-04-28,weekend,1.3,False
2024-04-29,normal,1.0,False
2024-04-30,normal,1.0,False
2024-05-01,normal,1.0,False
2024-05-02,normal,1.0,False
2024-05-03,normal,1.0,False
2024-05-04,weekend,1.3,False
2024-05-05,weekend,1.3,False
2024-05-06,normal,1.0,False
2024-05-07,normal,1.0,False
2024-05-08,normal,1.0,False
2024-05-09,normal,1.0,False
2024-05-10,normal,1.0,False
2024-05-11,weekend,1.3,False
2024-05-12,weekend,1.3,False
2024-05-13,normal,1.0,False
2024-05-14,normal,1.0,False
2024-05-15,normal,1.0,False
2024-05-16,normal,1.0,False
2024-05-17,normal,1.0,False
2024-05-18,weekend,1.3,False
2024-05-19,weekend,1.3,False
2024-05-20,normal,1.0,False
2024-05-21,normal,1.0,False
2024-05-22,normal,1.0,False
2024-05-23,normal,1.0,False
2024-05-24,normal,1.0,False
2024-05-25,weekend,1.3,False
2024-05-26,weekend,1.3,False
2024-05-27,normal,1.0,False
2024-05-28,normal,1.0,False
2024-05-29,normal,1.0,False
2024-05-30,normal,1.0,False
2024-05-31,normal,1.0,False
2024-06-01,weekend,1.3,False
2024-06-02,weekend,1.3,False
2024-06-03,normal,1.0,False
2024-06-04,normal,1.0,False
2024-06-05,normal,1.0,False
2024-06-06,normal,1.0,False
2024-06-07,normal,1.0,False
2024-06-08,weekend,1.3,False
2024-06-09,weekend,1.3,False
2024-06-10,normal,1.0,False
2024-06-11,normal,1.0,False
2024-06-12,normal,1.0,False
2024-06-13,normal,1.0,False
2024-06-14,normal,1.0,False
2024-06-15,weekend,1.3,False
2024-06-16,weekend,1.3,False
2024-06-17,normal,1.0,False
2024-06-18,normal,1.0,False
2024-06-19,normal,1.0,False
2024-06-20,normal,1.0,False
2024-06-21,normal,1.0,False
2024-06-22,weekend,1.3,False
2024-06-23,weekend,1.3,False
2024-06-24,normal,1.0,False
2024-06-25,normal,1.0,False
2024-06-26,normal,1.0,False
2024-06-27,normal,1.0,False
2024-06-28,normal,1.0,False
2024-06-29,weekend,1.3,False
2024-06-30,weekend,1.3,False
2024-07-01,normal,1.0,False
2024-07-02,normal,1.0,False
2024-07-03,normal,1.0,False
2024-07-04,normal,1.0,False
2024-07-05,normal,1.0,False
2024-07-06,weekend,1.3,False
2024-07-07,weekend,1.3,False
2024-07-08,normal,1.0,False
2024-07-09,normal,1.0,False
2024-07-10,normal,1.0,False
2024-07-11,normal,1.0,False
2024-07-12,normal,1.0,False
2024-07-13,weekend,1.3,False
2024-07-14,weekend,1.3,False
2024-07-15,normal,1.0,False
2024-07-16,normal,1.0,False
2024-07-17,normal,1.0,False
2024-07-18,normal,1.0,False
2024-07-19,normal,1.0,False
2024-07-20,weekend,1.3,False
2024-07-21,weekend,1.3,False
2024-07-22,normal,1.0,False
2024-07-23,normal,1.0,False
2024-07-24,normal,1.0,False
2024-07-25,normal,1.0,False
2024-07-26,normal,1.0,False
2024-07-27,weekend,1.3,False
2024-07-28,weekend,1.3,False
2024-07-29,normal,1.0,False
2024-07-30,normal,1.0,False
2024-07-31,normal,1.0,False
2024-08-01,normal,1.0,False
2024-08-02,normal,1.0,False
2024-08-03,weekend,1.3,False
2024-08-04,weekend,1.3,False
2024-08-05,normal,1.0,False
2024-08-06,normal,1.0,False
2024-08-07,normal,1.0,False
2024-08-08,normal,1.0,False
2024-08-09,normal,1.0,False
2024-08-10,weekend,1.3,False
2024-08-11,weekend,1.3,False
2024-08-12,normal,1.0,False
2024-08-13,normal,1.0,False
2024-08-14,normal,1.0,False
2024-08-15,normal,1.0,False
2024-08-16,normal,1.0,False
2024-08-17,weekend,1.3,False
2024-08-18,weekend,1.3,False
2024-08-19,normal,1.0,False
2024-08-20,normal,1.0,False
2024-08-21,normal,1.0,False
2024-08-22,normal,1.0,False
2024-08-23,normal,1.0,False
2024-08-24,weekend,1.3,False
2024-08-25,weekend,1.3,False
2024-08-26,normal,1.0,False
2024-08-27,normal,1.0,False
2024-08-28,normal,1.0,False
2024-08-29,normal,1.0,False
2024-08-30,normal,1.0,False
2024-08-31,weekend,1.3,False
2024-09-01,mid_autumn,1.8,True
2024-09-02,mid_autumn,1.8,True
2024-09-03,mid_autumn,1.8,True
2024-09-04,mid_autumn,1.8,True
2024-09-05,mid_autumn,1.8,True
2024-09-06,mid_autumn,1.8,True
2024-09-07,mid_autumn,1.8,True
2024-09-08,mid_autumn,1.8,True
2024-09-09,mid_autumn,1.8,True
2024-09-10,mid_autumn,1.8,True
2024-09-11,mid_autumn,1.8,True
2024-09-12,mid_autumn,1.8,True
2024-09-13,mid_autumn,1.8,True
2024-09-14,mid_autumn,1.8,True
2024-09-15,mid_autumn,1.8,True
2024-09-16,mid_autumn,1.8,True
2024-09-17,mid_autumn,1.8,True
2024-09-18,mid_autumn,1.8,True
2024-09-19,mid_autumn,1.8,True
2024-09-20,mid_autumn,1.8,True
2024-09-21,mid_autumn,1.8,True
2024-09-22,mid_autumn,1.8,True
2024-09-23,mid_autumn,1.8,True
2024-09-24,mid_autumn,1.8,True
2024-09-25,mid_autumn,1.8,True
2024-09-26,mid_autumn,1.8,True
2024-09-27,mid_autumn,1.8,True
2024-09-28,mid_autumn,1.8,True
2024-09-29,mid_autumn,1.8,True
2024-09-30,mid_autumn,1.8,True
2024-10-01,mid_autumn,1.8,True
2024-10-02,mid_autumn,1.8,True
2024-10-03,mid_autumn,1.8,True
2024-10-04,mid_autumn,1.8,True
2024-10-05,mid_autumn,1.8,True
2024-10-06,mid_autumn,1.8,True
2024-10-07,mid_autumn,1.8,True
2024-10-08,mid_autumn,1.8,True
2024-10-09,mid_autumn,1.8,True
2024-10-10,mid_autumn,1.8,True
2024-10-11,mid_autumn,1.8,True
2024-10-12,mid_autumn,1.8,True
2024-10-13,mid_autumn,1.8,True
2024-10-14,mid_autumn,1.8,True
2024-10-15,mid_autumn,1.8,True
2024-10-16,mid_autumn,1.8,True
2024-10-17,mid_autumn,1.8,True
2024-10-18,mid_autumn,1.8,True
2024-10-19,mid_autumn,1.8,True
2024-10-20,mid_autumn,1.8,True
2024-10-21,mid_autumn,1.8,True
2024-10-22,mid_autumn,1.8,True
2024-10-23,mid_autumn,1.8,True
2024-10-24,mid_autumn,1.8,True
2024-10-25,mid_autumn,1.8,True
2024-10-26,mid_autumn,1.8,True
2024-10-27,mid_autumn,1.8,True
2024-10-28,mid_autumn,1.8,True
2024-10-29,mid_autumn,1.8,True
2024-10-30,mid_autumn,1.8,True
2024-10-31,mid_autumn,1.8,True
2024-11-01,normal,1.0,False
2024-11-02,weekend,1.3,False
2024-11-03,weekend,1.3,False
2024-11-04,normal,1.0,False
2024-11-05,normal,1.0,False
2024-11-06,normal,1.0,False
2024-11-07,normal,1.0,False
2024-11-08,normal,1.0,False
2024-11-09,weekend,1.3,False
2024-11-10,weekend,1.3,False
2024-11-11,normal,1.0,False
2024-11-12,normal,1.0,False
2024-11-13,normal,1.0,False
2024-11-14,normal,1.0,False
2024-11-15,normal,1.0,False
2024-11-16,weekend,1.3,False
2024-11-17,weekend,1.3,False
2024-11-18,normal,1.0,False
2024-11-19,normal,1.0,False
2024-11-20,normal,1.0,False
2024-11-21,normal,1.0,False
2024-11-22,normal,1.0,False
2024-11-23,weekend,1.3,False
2024-11-24,weekend,1.3,False
2024-11-25,normal,1.0,False
2024-11-26,normal,1.0,False
2024-11-27,normal,1.0,False
2024-11-28,normal,1.0,False
2024-11-29,normal,1.0,False
2024-11-30,weekend,1.3,False
2024-12-01,weekend,1.3,False
2024-12-02,normal,1.0,False
2024-12-03,normal,1.0,False
2024-12-04,normal,1.0,False
2024-12-05,normal,1.0,False
2024-12-06,normal,1.0,False
2024-12-07,weekend,1.3,False
2024-12-08,weekend,1.3,False
2024-12-09,normal,1.0,False
2024-12-10,normal,1.0,False
2024-12-11,normal,1.0,False
2024-12-12,normal,1.0,False
2024-12-13,normal,1.0,False
2024-12-14,weekend,1.3,False
2024-12-15,weekend,1.3,False
2024-12-16,normal,1.0,False
2024-12-17,normal,1.0,False
2024-12-18,normal,1.0,False
2024-12-19,normal,1.0,False
2024-12-20,christmas,1.7,True
2024-12-21,christmas,1.7,True
2024-12-22,christmas,1.7,True
2024-12-23,christmas,1.7,True
2024-12-24,christmas,1.7,True
2024-12-25,christmas,1.7,True
2024-12-26,christmas,1.7,True
2024-12-27,christmas,1.7,True
2024-12-28,christmas,1.7,True
2024-12-29,christmas,1.7,True
2024-12-30,christmas,1.7,True
2024-12-31,christmas,1.7,True
